,Team,Plot_ID,TEMP2MMIN,TEMP2MMAX,RELHUM2MMAX,RELHUM2MMIN,PRECIP,SRAVG,WSPD2MAVG,SOILTMP5AVG,Date,Irrigation_mm,NDVI_Pred
6964,24,804,4.61,24.89,96.38,27.9,5.59,299.8,6.72,14.55,125,0,0.155539451
6965,24,804,1.77,16.16,94.69,32.19,0,326.8,3.54,14.12,126,0,0.159018465
6966,24,804,6.17,19.63,88.92,58.74,0,133.23,6.75,13.09,127,0,0.162560316
6967,24,804,5.43,23.07,93.48,6.59,0,285.16,7.78,16,128,0,0.166165467
6968,24,804,3.39,23.41,78.61,9.64,0,262.44,4.16,14.79,129,0,0.169834357
6969,24,804,5.7,19.68,59.91,13.51,0,291.42,3.99,15.16,130,0,0.173558502
6970,24,804,2.31,18.54,91.83,31.57,0,299.93,3.36,15.02,131,0,0.177292607
6971,24,804,4.47,20.75,90.45,25.73,0,285.81,2.74,15.9,132,0,0.180979163
6972,24,804,4.07,22.99,86.64,28.24,0,205.01,3.36,16.4,133,0,0.184557184
6973,24,804,11.24,19.13,95.82,54.45,2.79,177.99,3.11,16.6,134,0,0.18796251
6974,24,804,7.85,23.6,98.27,27.69,0,317.87,3.2,17.23,135,0,0.191128256
6975,24,804,7.6,28.07,88.78,23.35,1.02,283.19,3.14,18.04,136,0,0.193985404
6976,24,804,8.66,22.52,99.91,37.47,0,237.56,2.6,18.16,137,0,0.19646354
6977,24,804,3.93,26.1,98.61,19.82,0,335.65,2.29,19.44,138,0,0.198508219
6978,24,804,9.75,31.03,82.64,13.23,0,330.61,4.46,20.3,139,0,0.200132252
6979,24,804,12.92,25.15,92.45,26.87,6.1,331.39,3.9,20.85,140,0,0.20136789
6980,24,804,11.85,26.1,96.26,52.39,5.33,198.6,3.62,19.24,141,0,0.202250005
6981,24,804,12.67,21.3,99.9,67.96,0.25,193.06,3.09,19.28,142,0,0.202815533
6982,24,804,8.73,18.54,97.66,48.22,3.56,252.74,5.79,17.96,143,0,0.203102967
6983,24,804,5.15,22.65,96.37,18.32,0.25,343.71,2.89,18.16,144,0,0.203151918
6984,24,804,12.06,26.85,84.68,36.07,0.51,329.08,7.21,18.94,145,0,0.203002731
6985,24,804,8.53,22.72,53.01,16.56,0,350.66,4.78,19.1,146,0,0.202696157
6986,24,804,9.61,30.58,69.72,9.57,0,242.88,6.28,18.41,147,0,0.202273093
6987,24,804,8.93,26.24,78.97,16.02,0,296.78,4.16,19.15,148,0,0.201774375
6988,24,804,6.24,27.26,88.95,19.41,0,321.34,1.93,20.19,149,0,0.201244719
6989,24,804,12.86,23.4,90.19,44.97,7.11,216.44,3.34,19.6,150,0,0.200744829
6990,24,804,11.1,28,91.68,30.13,0,324.61,4.55,20.08,151,0,0.200339037
6991,24,804,13.33,27.24,91.3,36.31,1.27,270.95,3.19,21.24,152,0,0.200091354
6992,24,804,13.45,24.47,97.39,40.25,33.53,265.96,2.77,18.64,153,0,0.200065769
6993,24,804,12.46,27.93,99.94,36.99,0,313.22,3.18,20.94,154,0,0.200326708
6994,24,804,15.16,29.63,88.35,41,0,296.91,6.45,21.04,155,0,0.200939651
6995,24,804,14.76,30.17,91.3,27.96,1.02,231.72,4.05,21.26,156,0,0.201971898
6996,24,804,15.3,28,94.43,29.05,4.06,287.58,2.92,22.27,157,0,0.203493499
6997,24,804,11.51,33.54,95.41,15.33,0,323.43,2.95,22.1,158,0,0.205578342
6998,24,804,13.68,27.93,77.04,26.34,0,344.4,2.62,22.91,159,0,0.20830539
6999,24,804,14.96,37.2,92.24,21.98,0,282.63,4.39,22.97,160,0,0.211760086
7000,24,804,15.43,27.4,98.48,44.73,4.83,291.12,4.14,23.52,161,0,0.216035892
7001,24,804,14.08,24.49,98.85,43.84,0,285.68,2.45,22.18,162,0,0.221235956
7002,24,804,11.92,27.2,91.74,30.88,0,332.75,4.33,21.66,163,25.4,0.227474868
7003,24,804,14.28,30.56,92.67,31.35,0,330.73,3.21,23.09,164,0,0.234880439
7004,24,804,17.61,38.7,84.24,9.02,0,347.34,3.56,24.61,165,0,0.24359539
7005,24,804,17.27,37.27,64.54,13.7,0,295.74,3.17,25.35,166,0,0.253746838
7006,24,804,17.88,30.58,90.39,32.51,1.52,241.43,4.15,24.41,167,0,0.265343774
7007,24,804,16.93,33.41,91.44,21.51,0,311.22,2.66,24.23,168,0,0.278357586
7008,24,804,17.88,37,80.1,21.98,0,333.89,4.85,25.33,169,0,0.292747417
7009,24,804,21.53,35.58,85.43,27.07,0.76,288.27,8.87,25.83,170,0,0.308455584
7010,24,804,18.61,26.93,75.91,41.13,0,276.32,6.39,25.56,171,0,0.325403609
7011,24,804,12.99,21.51,85.73,58.95,0,134.08,3.69,23.2,172,0,0.343489181
7012,24,804,18.21,31.67,97.05,35.43,0.25,306.41,6.85,23.95,173,0,0.362584324
7013,24,804,19.09,33.74,88.15,33.65,0,315.91,8.53,24.85,174,0,0.382535058
7014,24,804,19.22,32.86,92.77,22.12,0,304.59,3.68,25.56,175,0,0.403162706
7015,24,804,17.2,38.09,92.53,15.4,0,320.87,4.95,25.58,176,0,0.424275911
7016,24,804,20.37,39.65,65.81,11.06,0,304.34,3.33,26.72,177,25.4,0.445703073
7017,24,804,22.87,39.92,64.71,7.26,0,336.96,2.62,27.72,178,0,0.46727158
7018,24,804,19.71,33.41,89.03,19.74,0,337.95,3.17,27.34,179,0,0.488803564
7019,24,804,20.11,34.83,90.19,31,0.51,164.37,5.7,26.25,180,0,0.510120691
7020,24,804,18.95,34.97,86.26,20.49,1.78,318.49,2.86,27,181,0,0.531048887
7021,24,804,17.74,27.19,91.17,34.42,0.25,314.78,3.57,25.96,182,0,0.551422708
7022,24,804,14.55,24.36,99.72,66.4,3.56,110.29,4.78,23.02,183,0,0.571089038
7023,24,804,18.82,37.68,99.85,23.74,8.89,253.46,5.13,24.69,184,25.4,0.589909915
7024,24,804,19.63,29.49,99.56,30.4,0,290.16,2.89,25.49,185,0,0.607764347
7025,24,804,15.84,29.9,96.67,35.97,4.57,257.68,4.02,24.27,186,0,0.624549082
7026,24,804,13.35,27.47,99.89,22.06,0,326.57,3.31,23.37,187,0,0.640178367
7027,24,804,11.99,25.84,89.16,35.1,4.57,201.94,1.98,21.93,188,0,0.654582815
7028,24,804,14.16,32.6,93.48,27.82,4.83,282.69,3.97,21.85,189,0,0.667727342
7029,24,804,14.48,22.86,97.42,48.34,2.29,127.19,2.49,20.86,190,0,0.679665217
7030,24,804,13.01,28.07,93.89,23.55,0,338.43,2.28,22.11,191,7.62,0.690471038
7031,24,804,11.85,31.78,92.83,22.32,0,338.76,1.8,22.79,192,17.78,0.700218416
7032,24,804,16.39,33.95,81.45,17.77,0,332.33,2.02,23.92,193,0,0.708978737
7033,24,804,14.23,33.74,97.59,21.44,0,329.66,2.28,24.44,194,0,0.716820333
7034,24,804,17.61,36.93,78.33,16.89,0,322.99,2.87,24.89,195,0,0.723811535
7035,24,804,16.66,38.56,72.39,17.64,0,328.63,1.96,25.44,196,0,0.73003074
7036,24,804,18.42,37.14,84.65,20.28,0,316.99,3.4,25.78,197,0,0.735555013
7037,24,804,19.5,38.56,61.34,16.89,0,317.94,2.22,26.25,198,7.62,0.740456725
7038,24,804,19.37,33.21,81.61,31.14,0,251.27,2.33,26.3,199,17.78,0.744803956
7039,24,804,16.79,29.77,95.92,38.48,1.02,262.41,2.94,25.65,200,0,0.748660946
7040,24,804,16.25,31.65,96.2,31.56,0,318.71,2.97,25.06,201,0,0.752088537
7041,24,804,16.06,32.8,97.94,35.69,41.91,228.87,4.74,24.16,202,0,0.755138979
7042,24,804,16.32,27.73,99.93,43.85,0,199.89,2.9,21.34,203,0,0.757839758
7043,24,804,14.89,27.46,96.94,35.02,0,239.08,1.89,22.67,204,0,0.760211367
7044,24,804,14.76,27.73,96.88,35.29,1.27,263.91,1.54,23.57,205,0,0.762273146
7045,24,804,14.76,30.17,97.16,28.43,0,276.83,0.86,24.25,206,0,0.764043379
7046,24,804,16.25,33.54,87.5,19.74,0,289.32,1.95,24.83,207,0,0.765539392
7047,24,804,15.37,33.41,89.82,21.78,0,287.27,2.55,25.04,208,0,0.766777647
7048,24,804,17.47,33.34,76.9,27.69,0,302.66,5.73,25.03,209,0,0.767773841
7049,24,804,20.31,33.21,73.75,32.63,0,286.89,6.62,25.57,210,0,0.768542993
7050,24,804,16.93,35.03,90.76,27.41,0,306.44,2.56,26.85,211,0,0.769099529
7051,24,804,18.63,35.03,83.56,29.1,0,302.68,1.79,27.13,212,25.4,0.769457373
7052,24,804,18.36,40.05,83.02,7.94,0,312.2,1.42,27.44,213,0,0.769630019
7053,24,804,17.47,36.73,88.59,27.54,0,299.05,1.9,27.82,214,0,0.769630233
7054,24,804,15.3,35.51,96.07,21.17,0,292.76,1.97,27.22,215,0,0.769468996
7055,24,804,17.2,35.44,86.01,24.36,0,295.02,2.47,27.3,216,0,0.769156688
7056,24,804,21.39,34.08,68.52,25.71,0,261.84,3.14,27.19,217,0,0.768703511
7057,24,804,15.44,36.66,91.31,15.26,0,305.43,4.3,26.72,218,0,0.768119537
7058,24,804,21.26,39.38,61.87,15.06,0,286.76,3.58,27.35,219,7.62,0.767414752
7059,24,804,16.52,29.02,93.21,40.11,0,150.91,3.17,26.26,220,17.78,0.766599095
7060,24,804,17.07,33.2,95.15,33.24,3.05,283.07,2.86,26.42,221,0,0.765682496
7061,24,804,16.18,23.34,98.1,46.78,1.52,177.22,3.43,24.92,222,0,0.764674909
7062,24,804,12.33,16.39,96.91,66.44,1.52,29.92,2.11,21.5,223,0,0.763586344
7063,24,804,12.26,18.34,95.79,69.95,0,90.6,3.12,19.9,224,0,0.762426887
7064,24,804,14.14,24.63,99.94,62.59,5.08,142.41,3.16,20.73,225,0,0.761206732
7065,24,804,13.68,24.76,99.93,66.26,4.32,148.17,2.45,21.51,226,0,0.759936192
7066,24,804,18.54,29.49,99.1,58.23,0.76,204.87,3.68,23.07,227,0,0.75862572
7067,24,804,17.88,32.88,99.93,27.95,0,225.79,2.07,24.26,228,0,0.757285921
7068,24,804,16.11,31.53,82.61,22.94,0,296.71,2.67,23.91,229,0,0.755927557
7069,24,804,16.52,31.39,90.62,32.78,2.03,260.53,2.7,23.48,230,0,0.754561557
7070,24,804,13.82,35.17,94.67,33.31,0,284.12,3.17,23.87,231,0,0.753199016
7071,24,804,20.31,31.79,99.9,44.64,0,252.98,3.18,25.45,232,0,0.751851194
7072,24,804,17.2,29.83,94.16,47.37,0,233.61,3.68,24.83,233,25.4,0.750529511
7073,24,804,17.2,31.8,94.36,44.38,0,260.64,4.02,24.84,234,0,0.749228381
7074,24,804,18.56,31.06,98.4,50.08,0,189.31,4.8,24.75,235,0,0.747873251
7075,24,804,19.24,32.8,93.48,38.81,3.3,244.74,4.54,25.25,236,0,0.746371196
7076,24,804,18.15,28.41,96.06,59.86,3.05,153.24,3.36,24.26,237,0,0.744627736
7077,24,804,19.09,37.61,99.86,18.72,0,264.74,2.44,25.55,238,0,0.742546394
7078,24,804,19.1,38.56,96.87,13.17,0,271.27,4.45,25.22,239,0,0.7400284
7079,24,804,19.1,35.64,88.59,24.29,4.57,247.76,4.79,25.15,240,25.4,0.736972922
7080,24,804,16.66,30.24,95.65,43.23,1.52,256.72,1.98,25.12,241,0,0.73327501
7081,24,804,16.25,34.42,97.35,24.08,0,259.01,3.79,24.32,242,0,0.728824081
7082,24,804,15.91,27,90.49,48.6,0,104.08,2.86,23.67,243,0,0.723502631
7083,24,804,11.58,28.34,99.9,23.01,0,265.07,1.47,23.19,244,0,0.71718489
7084,24,804,10.17,31.38,90.69,19.61,0,270.79,1.69,22.87,245,0,0.70975956
7085,24,804,9.22,30.17,86.06,24.43,0,269.18,2.14,22.86,246,0,0.70120412
7086,24,804,14.3,28.88,84.95,31.01,0,264.12,4.42,22.87,247,25.4,0.691518729
7087,24,804,13.01,30.85,82.64,22.53,0,265.37,5.07,22.53,248,0,0.680704707
7088,24,804,13.82,32.41,77.61,19.82,0,263.9,3.99,22.64,249,0,0.668766455
7089,24,804,12.06,25.17,93.1,43.71,0,109.98,2.91,22.02,250,0,0.65571342
7090,24,804,7.99,29.76,98.65,23.55,0,254.29,1.82,21.69,251,0,0.641585458
7091,24,804,11.99,28.82,86.85,33.8,0,248.45,4.23,21.96,252,0,0.626528236
7092,24,804,10.15,32.27,90.25,21.71,0,241.2,3.9,22.09,253,0,0.610729878
7093,24,804,12.46,35.1,81.21,15.47,0,247.07,5.01,22.46,254,25.4,0.594397698
7094,24,804,11.51,33.75,75.57,16.69,0,222.99,3.56,22.59,255,0,0.577755941
7095,24,804,13.35,32.34,56,15,0,242.4,5.21,22.3,256,0,0.561042194
7096,24,804,16.11,31.12,79.62,28.3,0,235.14,8.16,22.5,257,0,0.544502849
7097,24,804,16.93,31.94,72.28,29.66,0,237.03,4.88,23.12,258,0,0.528371576
7098,24,804,15.71,29.7,79.35,40.18,0,187.09,4.04,22.91,259,0,0.512814479
7099,24,804,16.73,34.76,84.51,19.34,0.76,218.13,5.04,23.08,260,0,0.497975583
7100,24,804,17.74,34.36,90.9,18.18,0.51,196.76,4.98,22.95,261,0,0.483991454
7101,24,804,17.2,33.09,97.08,28.84,5.59,223.48,7.47,22.99,262,0,0.470990171
7102,24,804,15.03,29.29,98.23,35.83,0,199.96,4.18,22.6,263,0,0.45909098
7103,24,804,10.76,30.99,99.9,13.03,0,241.84,2.03,21.49,264,0,0.448404656
7104,24,804,10.91,32.89,80.06,27.35,0,228.59,3.63,21.16,265,0,0.438995436
7105,24,804,15.71,23.61,79.42,35.25,0,151.32,4.47,20.81,266,0,0.430766728
7106,24,804,8.87,16.05,95.69,44.16,9.14,155.22,3.29,19.01,267,0,0.423582312
7107,24,804,4.21,24.36,95.09,28.58,0,231.39,1.88,18.14,268,0,0.417306928
7108,24,804,9.49,25.63,85.22,22.87,0,161.95,2.54,18.55,269,0,0.41180693
7109,24,804,7.47,30.78,86.5,18.46,0,226.94,1.37,18.44,270,0,0.406950555
7110,24,804,10.24,31.33,81.98,21.58,0,224.66,3.16,18.91,271,0,0.402607958
7111,24,804,9.61,32.05,89.92,23.13,0,216.49,1.11,19.53,272,0,0.398651128
7112,24,804,9.35,32.25,84.16,13.37,0,221.62,1.09,19.31,273,0,0.394953748
7113,24,804,8.62,32,69.43,14.93,0,220.41,2.07,18.9,274,0,0.391391091
7114,24,804,11.11,30.38,75.64,19.49,0,209.71,4.21,19.05,275,0,0.387860362
7115,24,804,3.54,21.1,52.38,15.95,0,210.59,2.6,17.45,276,0,0.38434137
7116,24,804,6.24,34.08,63.79,10.24,0,210.27,2.26,17.75,277,0,0.380834441
7117,24,804,8.54,25.9,66.78,28.17,0,202.86,3.56,18.04,278,0,0.3773399
7118,24,804,3.54,24.9,80,29.33,0,203,2.48,17.47,279,0,0.373858062
7119,24,804,12.8,36.05,68.5,5.83,0,203.91,4.01,18.6,280,0,0.370389242
7120,24,804,2.99,23.34,64.35,15.82,0,194.89,1.9,17.65,281,0,0.366933745
7121,24,804,6.92,25.24,55.73,22.47,0,190.7,3.38,16.97,282,0,0.363491874
7122,24,804,5.43,28.01,73.72,22.12,0,187.74,2.36,17.22,283,0,0.360063926
7123,24,804,8.13,31.19,78.85,7.87,0,174.54,1.49,17.59,284,0,0.356650191
7124,24,804,8.54,31.73,56.76,10.11,0,183.69,1.65,17.4,285,0,0.353250956
7125,24,804,8.54,26.86,69.2,21.38,0,167.07,2.06,17.66,286,0,0.3498665
7126,24,804,5.02,26.86,86.37,17.85,0,172.41,2.3,17.07,287,0,0.346497098
7127,24,804,6.79,19.67,59.03,20.91,0,176.45,2.18,16.48,288,0,0.343143018
7128,24,804,2.31,23.48,63.67,20.37,0,182.5,3.72,15.33,289,0,0.339804523
7129,6,802,2.77,20.48,93.96,33.81,0,229.36,3.83,10.54,92,0,
7130,6,802,1.69,12.99,97.38,39.47,0,136.49,5.58,9.93,93,0,
7131,6,802,0.27,16.57,79.84,18,0,273.65,6.03,9.56,94,0,
7132,6,802,0,18.72,72.04,21.79,0,276.3,3.14,10.39,95,0,
7133,6,802,-2.71,21.49,80.44,19.62,0,278.24,3.54,10.58,96,0,
7134,6,802,4.47,27.8,59.23,8.21,0,231.52,8.48,11.59,97,0,
7135,6,802,3.66,19.81,74.89,13.45,0,197.34,8.27,11.95,98,0,
7136,6,802,0.75,16.37,77.21,18.06,0,246.45,9.12,10.93,99,0,
7137,6,802,-3.39,18.32,89.55,15.21,0,238.77,3.49,10.37,100,0,
7138,6,802,-4.48,18.72,90.64,18.19,0,284.41,2.1,11.48,101,0,
7139,6,802,0.68,20.01,71.68,17.24,0,275.85,4.74,11.98,102,0,
7140,6,802,-2.44,17.79,81.49,13.92,0,291.89,3.6,11.62,103,0,
7141,6,802,-0.26,25.02,53.69,14.52,0,290.27,3.73,11.91,104,0,
7142,6,802,4.47,31.64,75.08,7.46,0,287.64,2.85,14.65,105,0,
7143,6,802,7.59,30.62,47.65,8.75,0,283.7,3.31,15.92,106,0,
7144,6,802,9.75,31.72,84.81,3.26,0,295,7.2,16.51,107,0,
7145,6,802,6.36,20.85,92.56,28.66,1.78,223.44,7.69,14.93,108,0,
7146,6,802,0.95,26.38,88.98,17.78,0,265.11,4.36,14.29,109,0,
7147,6,802,2.57,8.25,84.73,35.47,0,156.86,5.53,13.1,110,0,
7148,6,802,2.11,9.75,88.98,34.79,1.52,85.12,2.1,11.91,111,0,
7149,6,802,-1.08,2.45,97.82,74.12,2.03,68.5,1.99,9.45,112,0,
7150,6,802,-0.67,15.28,97.51,30.36,0,306.33,3.28,11.01,113,0,
7151,6,802,4.34,27.93,82.83,17.92,0,222.76,4.29,12.74,114,0,
7152,6,802,7.38,20.76,69.75,11.41,0,309.38,4.01,14.24,115,0,
7153,6,802,7.45,19.28,60.98,25.87,0,188.03,5.92,13.92,116,6.35,
7154,6,802,11.78,25.84,99.87,49.34,16.26,174.87,6,14.75,117,0,
7155,6,802,10.08,20.96,98.33,40.33,0,205.08,4.98,14.38,118,0,
7156,6,802,7.31,13.26,98.2,65.15,17.53,121.4,4.99,12.65,119,0,
7157,6,802,5.9,14.21,99.26,44.7,0.51,182.33,3.7,11.54,120,0,0.160976337
7158,6,802,2.72,23.66,93.06,23.35,0,284.67,2.36,13.21,121,0,0.164131737
7159,6,802,9.61,24.28,92.84,18.46,0,320.65,4.74,15.42,122,0,0.167336653
7160,6,802,7.98,17.98,98.01,39.75,4.32,141.06,4.95,13.84,123,0,0.170591378
7161,6,802,5.96,18.59,98.76,20.51,0.25,319.83,4.26,13.99,124,0,0.173896187
7162,6,802,4.61,24.89,96.38,27.9,5.59,299.8,6.72,14.55,125,0,0.177251336
7163,6,802,1.77,16.16,94.69,32.19,0,326.8,3.54,14.12,126,0,0.180657064
7164,6,802,6.17,19.63,88.92,58.74,0,133.23,6.75,13.09,127,0,0.184113585
7165,6,802,5.43,23.07,93.48,6.59,0,285.16,7.78,16,128,0,0.187621097
7166,6,802,3.39,23.41,78.61,9.64,0,262.44,4.16,14.79,129,0,0.191179772
7167,6,802,5.7,19.68,59.91,13.51,0,291.42,3.99,15.16,130,0,0.19478149
7168,6,802,2.31,18.54,91.83,31.57,0,299.93,3.36,15.02,131,0,0.198384098
7169,6,802,4.47,20.75,90.45,25.73,0,285.81,2.74,15.9,132,0,0.201934627
7170,6,802,4.07,22.99,86.64,28.24,0,205.01,3.36,16.4,133,0,0.205377467
7171,6,802,11.24,19.13,95.82,54.45,2.79,177.99,3.11,16.6,134,0,0.208654606
7172,6,802,7.85,23.6,98.27,27.69,0,317.87,3.2,17.23,135,0,0.21170597
7173,6,802,7.6,28.07,88.78,23.35,1.02,283.19,3.14,18.04,136,0,0.214469865
7174,6,802,8.66,22.52,99.91,37.47,0,237.56,2.6,18.16,137,0,0.216883514
7175,6,802,3.93,26.1,98.61,19.82,0,335.65,2.29,19.44,138,0,0.218898297
7176,6,802,9.75,31.03,82.64,13.23,0,330.61,4.46,20.3,139,0,0.220524886
7177,6,802,12.92,25.15,92.45,26.87,6.1,331.39,3.9,20.85,140,0,0.221790728
7178,6,802,11.85,26.1,96.26,52.39,5.33,198.6,3.62,19.24,141,0,0.22272523
7179,6,802,12.67,21.3,99.9,67.96,0.25,193.06,3.09,19.28,142,0,0.223359373
7180,6,802,8.73,18.54,97.66,48.22,3.56,252.74,5.79,17.96,143,0,0.223725365
7181,6,802,5.15,22.65,96.37,18.32,0.25,343.71,2.89,18.16,144,0,0.223856325
7182,6,802,12.06,26.85,84.68,36.07,0.51,329.08,7.21,18.94,145,0,0.223786015
7183,6,802,8.53,22.72,53.01,16.56,0,350.66,4.78,19.1,146,0,0.223548599
7184,6,802,9.61,30.58,69.72,9.57,0,242.88,6.28,18.41,147,0,0.223178443
7185,6,802,8.93,26.24,78.97,16.02,0,296.78,4.16,19.15,148,0,0.222709958
7186,6,802,6.24,27.26,88.95,19.41,0,321.34,1.93,20.19,149,0,0.222180589
7187,6,802,12.86,23.4,90.19,44.97,7.11,216.44,3.34,19.6,150,0,0.221640053
7188,6,802,11.1,28,91.68,30.13,0,324.61,4.55,20.08,151,0,0.221140849
7189,6,802,13.33,27.24,91.3,36.31,1.27,270.95,3.19,21.24,152,0,0.220735146
7190,6,802,13.45,24.47,97.39,40.25,33.53,265.96,2.77,18.64,153,0,0.2204749
7191,6,802,12.46,27.93,99.94,36.99,0,313.22,3.18,20.94,154,0,0.220412053
7192,6,802,15.16,29.63,88.35,41,0,296.91,6.45,21.04,155,0,0.220598826
7193,6,802,14.76,30.17,91.3,27.96,1.02,231.72,4.05,21.26,156,0,0.2210881
7194,6,802,15.3,28,94.43,29.05,4.06,287.58,2.92,22.27,157,0,0.221933883
7195,6,802,11.51,33.54,95.41,15.33,0,323.43,2.95,22.1,158,0,0.223191868
7196,6,802,13.68,27.93,77.04,26.34,0,344.4,2.62,22.91,159,0,0.224920079
7197,6,802,14.96,37.2,92.24,21.98,0,282.63,4.39,22.97,160,0,0.227179596
7198,6,802,15.43,27.4,98.48,44.73,4.83,291.12,4.14,23.52,161,0,0.230035367
7199,6,802,14.08,24.49,98.85,43.84,0,285.68,2.45,22.18,162,0,0.233557087
7200,6,802,11.92,27.2,91.74,30.88,0,332.75,4.33,21.66,163,0,0.237820147
7201,6,802,14.28,30.56,92.67,31.35,0,330.73,3.21,23.09,164,0,0.242906609
7202,6,802,17.61,38.7,84.24,9.02,0,347.34,3.56,24.61,165,0,0.24890621
7203,6,802,17.27,37.27,64.54,13.7,0,295.74,3.17,25.35,166,0,0.255893217
7204,6,802,17.88,30.58,90.39,32.51,1.52,241.43,4.15,24.41,167,0,0.263851102
7205,6,802,16.93,33.41,91.44,21.51,0,311.22,2.66,24.23,168,0,0.272737353
7206,6,802,17.88,37,80.1,21.98,0,333.89,4.85,25.33,169,0,0.282504583
7207,6,802,21.53,35.58,85.43,27.07,0.76,288.27,8.87,25.83,170,0,0.293098602
7208,6,802,18.61,26.93,75.91,41.13,0,276.32,6.39,25.56,171,0,0.304456782
7209,6,802,12.99,21.51,85.73,58.95,0,134.08,3.69,23.2,172,0,0.316506787
7210,6,802,18.21,31.67,97.05,35.43,0.25,306.41,6.85,23.95,173,0,0.329165716
7211,6,802,19.09,33.74,88.15,33.65,0,315.91,8.53,24.85,174,0,0.342339724
7212,6,802,19.22,32.86,92.77,22.12,0,304.59,3.68,25.56,175,0,0.355924135
7213,6,802,17.2,38.09,92.53,15.4,0,320.87,4.95,25.58,176,0,0.369815119
7214,6,802,20.37,39.65,65.81,11.06,0,304.34,3.33,26.72,177,0,0.38394523
7215,6,802,22.87,39.92,64.71,7.26,0,336.96,2.62,27.72,178,0,0.398253624
7216,6,802,19.71,33.41,89.03,19.74,0,337.95,3.17,27.34,179,0,0.412676087
7217,6,802,20.11,34.83,90.19,31,0.51,164.37,5.7,26.25,180,0,0.427145827
7218,6,802,18.95,34.97,86.26,20.49,1.78,318.49,2.86,27,181,0,0.44159434
7219,6,802,17.74,27.19,91.17,34.42,0.25,314.78,3.57,25.96,182,0,0.455952313
7220,6,802,14.55,24.36,99.72,66.4,3.56,110.29,4.78,23.02,183,0,0.470150528
7221,6,802,18.82,37.68,99.85,23.74,8.89,253.46,5.13,24.69,184,25.4,0.484120742
7222,6,802,19.63,29.49,99.56,30.4,0,290.16,2.89,25.49,185,0,0.497796495
7223,6,802,15.84,29.9,96.67,35.97,4.57,257.68,4.02,24.27,186,0,0.511113822
7224,6,802,13.35,27.47,99.89,22.06,0,326.57,3.31,23.37,187,0,0.524011854
7225,6,802,11.99,25.84,89.16,35.1,4.57,201.94,1.98,21.93,188,0,0.536433273
7226,6,802,14.16,32.6,93.48,27.82,4.83,282.69,3.97,21.85,189,0,0.548340034
7227,6,802,14.48,22.86,97.42,48.34,2.29,127.19,2.49,20.86,190,0,0.559759146
7228,6,802,13.01,28.07,93.89,23.55,0,338.43,2.28,22.11,191,0,0.570735063
7229,6,802,11.85,31.78,92.83,22.32,0,338.76,1.8,22.79,192,0,0.58131347
7230,6,802,16.39,33.95,81.45,17.77,0,332.33,2.02,23.92,193,0,0.591540688
7231,6,802,14.23,33.74,97.59,21.44,0,329.66,2.28,24.44,194,0,0.601463184
7232,6,802,17.61,36.93,78.33,16.89,0,322.99,2.87,24.89,195,0,0.611123572
7233,6,802,16.66,38.56,72.39,17.64,0,328.63,1.96,25.44,196,0,0.62054982
7234,6,802,18.42,37.14,84.65,20.28,0,316.99,3.4,25.78,197,0,0.629766124
7235,6,802,19.5,38.56,61.34,16.89,0,317.94,2.22,26.25,198,0,0.638796342
7236,6,802,19.37,33.21,81.61,31.14,0,251.27,2.33,26.3,199,25.4,0.647663833
7237,6,802,16.79,29.77,95.92,38.48,1.02,262.41,2.94,25.65,200,0,0.656391306
7238,6,802,16.25,31.65,96.2,31.56,0,318.71,2.97,25.06,201,0,0.665000679
7239,6,802,16.06,32.8,97.94,35.69,41.91,228.87,4.74,24.16,202,0,0.673500694
7240,6,802,16.32,27.73,99.93,43.85,0,199.89,2.9,21.34,203,0,0.681851361
7241,6,802,14.89,27.46,96.94,35.02,0,239.08,1.89,22.67,204,0,0.690003064
7242,6,802,14.76,27.73,96.88,35.29,1.27,263.91,1.54,23.57,205,0,0.697909288
7243,6,802,14.76,30.17,97.16,28.43,0,276.83,0.86,24.25,206,0,0.705526681
7244,6,802,16.25,33.54,87.5,19.74,0,289.32,1.95,24.83,207,0,0.712815041
7245,6,802,15.37,33.41,89.82,21.78,0,287.27,2.55,25.04,208,0,0.71973721
7246,6,802,17.47,33.34,76.9,27.69,0,302.66,5.73,25.03,209,0,0.726258887
7247,6,802,20.31,33.21,73.75,32.63,0,286.89,6.62,25.57,210,0,0.732348359
7248,6,802,16.93,35.03,90.76,27.41,0,306.44,2.56,26.85,211,0,0.737976157
7249,6,802,18.63,35.03,83.56,29.1,0,302.68,1.79,27.13,212,25.4,0.743114641
7250,6,802,18.36,40.05,83.02,7.94,0,312.2,1.42,27.44,213,0,0.74773753
7251,6,802,17.47,36.73,88.59,27.54,0,299.05,1.9,27.82,214,0,0.751826963
7252,6,802,15.3,35.51,96.07,21.17,0,292.76,1.97,27.22,215,0,0.755395136
7253,6,802,17.2,35.44,86.01,24.36,0,295.02,2.47,27.3,216,0,0.75846013
7254,6,802,21.39,34.08,68.52,25.71,0,261.84,3.14,27.19,217,0,0.761038132
7255,6,802,15.44,36.66,91.31,15.26,0,305.43,4.3,26.72,218,0,0.763143445
7256,6,802,21.26,39.38,61.87,15.06,0,286.76,3.58,27.35,219,0,0.764788504
7257,6,802,16.52,29.02,93.21,40.11,0,150.91,3.17,26.26,220,25.4,0.765983917
7258,6,802,17.07,33.2,95.15,33.24,3.05,283.07,2.86,26.42,221,0,0.766738494
