Long;Lat;Red;IR;Altitude;Speed;Temp;Depth;EC SH;EC DP;EC Ratio;Slope;Curve
-101,0625816;39,3861067;220,58;428,76;967,9;3,35;161,18;2,91;29,04;28,38;0,98;0,8277;0,0756
-101,0626016;39,3861067;221,47;430,31;968;3,74;161,66;2,91;29,81;29;0,97;0,9358;0,0598
-101,0626233;39,3861083;221,16;426,92;968,4;3,9;161,16;2,92;31,03;31,44;1,01;1,041;0,0251
-101,062645;39,3861083;221;421,57;968,2;3,99;160,67;2,91;33,55;34,72;1,04;1,1914;-0,0212
-101,0626666;39,3861099;222,09;424,22;968,4;4;159,32;2,91;30,81;32,62;1,06;1,2408;-0,0553
-101,0626866;39,3861099;225,16;438,1;968,5;3,99;159,15;2,91;27,18;30,14;1,11;1,2976;-0,0776
-101,0627083;39,3861099;222,72;429,67;968,5;3,89;159,27;2,91;27,17;31,08;1,14;1,3652;-0,0932
-101,0627283;39,3861117;221,83;428,89;968,4;3,87;158,44;2,91;25,57;29,66;1,16;1,3431;-0,1004
-101,0627483;39,3861117;221,04;427,49;968,7;4,03;160,93;2,91;23,89;27,64;1,16;1,3454;-0,1042
-101,06277;39,3861117;220,32;423,39;968,8;4,01;161,15;2,9;22,62;25,57;1,13;1,3459;-0,0908
-101,0627916;39,3861133;221,49;430,07;968,9;4;161;2,91;25,33;28,4;1,12;1,2971;-0,0623
-101,06281;39,3861133;222,78;440,84;968,9;3,99;161;2,91;31,26;35,73;1,14;1,3474;-0,0368
-101,0628316;39,3861133;221,07;426,21;968,4;3,93;161;2,91;34,45;38,75;1,12;1,4732;-0,0237
-101,0628533;39,3861133;221,89;427,97;968,6;3,97;161;2,91;30,66;33,91;1,11;1,5873;-0,0323
-101,062875;39,3861151;219,97;415,7;968,8;3,93;160,84;2,9;30,64;32,69;1,07;1,5935;-0,0484
-101,0628966;39,3861166;220,86;416,41;968,8;3,98;159,98;2,89;31,66;33,57;1,06;1,5796;-0,0598
-101,0629166;39,3861166;221,82;419,35;968,9;3,96;159,18;2,9;32,5;34,35;1,06;1,6031;-0,0637
-101,0629366;39,3861166;222,35;424,42;968,8;3,85;158,65;2,93;31,41;35,3;1,12;1,5853;-0,064
-101,0629566;39,3861166;223,49;431,91;969,1;3,88;157,95;2,94;30,2;34,46;1,14;1,5694;-0,0604
-101,0629783;39,3861166;223,15;430,23;968,8;3,92;160,4;2,94;29,58;34,03;1,15;1,5401;-0,0554
-101,063;39,3861183;223;430,87;969;3,97;161;2,92;30,38;35,85;1,18;1,4626;-0,0562
-101,0630199;39,3861183;223,53;433,92;968,8;3,94;161;2,93;31,42;35,91;1,14;1,5236;-0,0707
-101,06304;39,3861183;224,66;436,68;969;3,98;161;2,93;31,32;34,61;1,11;1,5695;-0,101
-101,0630633;39,38612;220,97;413,64;969;3,98;161;2,93;27,93;30,6;1,1;1,5036;-0,1323
-101,0630833;39,38612;221,4;422,55;969,2;3,93;160,71;2,92;26,2;29,74;1,13;1,563;-0,1352
-101,063105;39,38612;224,24;436,73;969,2;3,99;159,3;2,92;27,28;30,87;1,13;1,6765;-0,106
-101,0631266;39,3861217;223,98;438,76;969,3;3,98;158,64;2,92;26,36;30,32;1,15;1,7081;-0,0691
-101,0631466;39,3861217;223,82;430,95;969,5;3,9;157,36;2,92;27,49;28,87;1,05;1,8172;-0,0498
-101,0631666;39,38612;226,39;445,18;969,3;3,79;157;2,92;26,19;28,91;1,1;1,9594;-0,0523
-101,063185;39,38612;226,83;454,48;969,4;3,77;157,34;2,92;27;32,43;1,2;2,0017;-0,0616
-101,063205;39,38612;225,44;448,66;969,4;3,94;158,78;2,92;28,86;33,13;1,15;2,0994;-0,0672
-101,0632266;39,38612;221,38;424,55;969,6;4;159,84;2,93;28,02;30,33;1,08;2,1751;-0,0638
-101,0632483;39,3861183;218,56;409,72;969,7;4;160,16;2,93;28,3;30,07;1,06;2,2606;-0,0521
-101,06327;39,3861183;218,52;410,2;969,4;4;160,68;2,93;29,32;32,1;1,09;2,1788;-0,038
-101,06329;39,3861166;218,04;399,4;969,4;4;160,16;2,93;31,52;34,28;1,09;2,1811;-0,0291
-101,06331;39,3861166;221;417,94;969,5;4;160;2,93;31,6;35,39;1,12;2,1227;-0,0415
-101,06333;39,3861166;223,82;435,11;969,4;4;159,85;2,93;29,48;33,76;1,14;2,1077;-0,0889
-101,0633516;39,3861166;222,62;427,39;969,4;4;159,15;2,93;27,5;30,96;1,13;2,069;-0,1686
-101,0633733;39,3861183;222,66;426,28;969,6;3,98;158,45;2,94;29,37;30,92;1,05;1,9491;-0,2284
-101,0633933;39,3861183;222,66;425,64;969,5;3,89;156,54;2,95;30,32;30,04;0,99;1,9898;-0,2282
-101,0634133;39,3861166;224,34;435,09;969,5;3,79;156,73;2,95;27,98;29,46;1,05;2,1932;-0,17
-101,0634333;39,3861166;223,65;432,81;969,7;3,93;159,29;2,96;27,9;29,44;1,06;2,284;-0,1011
-101,0634533;39,3861166;220,97;417,05;969,8;3,93;160;2,95;28,28;30,5;1,08;2,3546;-0,0534
-101,063475;39,3861166;217,92;402,43;969,8;4;160;2,94;27,47;30,16;1,1;2,3256;-0,0315
-101,0634966;39,3861166;218,69;408,22;969,6;4,07;159,85;2,95;27,15;29,4;1,08;2,315;-0,0233
-101,0635183;39,3861166;219,91;418,2;969,6;4,02;159,3;2,94;27,93;29,58;1,06;2,3668;-0,0211
-101,06354;39,3861166;223,55;436,53;969,7;3,98;159,86;2,94;31,26;36,66;1,17;2,409;-0,0156
-101,06356;39,3861183;222,47;434,3;969,6;3,95;159,61;2,95;31,11;37,9;1,22;2,2776;-0,0093
-101,0635816;39,3861166;221,13;422,9;969,6;4,03;157,19;2,95;28,35;30,06;1,06;2,3235;-0,0073
-101,0636016;39,3861183;221;414,93;969,4;3,92;156,05;2,95;27,19;28,22;1,04;2,1612;-0,0121
-101,0636233;39,3861183;222,09;420,23;969,3;3,86;155,14;2,94;25,97;29,18;1,12;2,1725;-0,0318
-101,0636416;39,3861183;224,35;430,4;969,5;3,94;155,56;2,94;25,94;29,06;1,12;2,1657;-0,0625
-101,0636633;39,3861183;222,46;421,04;969,4;3,95;158,39;2,94;27,68;30,05;1,09;2,1049;-0,1048
-101,063685;39,3861183;221,33;420,58;969,4;4,05;159,18;2,94;26,89;30,27;1,13;2,0622;-0,1295
-101,063705;39,3861183;221,67;427,2;969,5;4,05;159,67;2,94;27,68;29,32;1,06;2,0886;-0,1191
-101,0637266;39,3861183;220,82;416,99;969,5;4,17;159,15;2,94;27,95;31,2;1,12;2,1612;-0,0843
-101,0637483;39,38612;219,48;406,65;969,5;4,17;159;2,93;28,69;31,46;1,1;2,0796;-0,0476
-101,06377;39,38612;219,3;408,1;969,4;4,03;159;2,93;27,51;29,35;1,07;2,0195;-0,0205
-101,06379;39,38612;218,29;402,65;969,5;4,01;158,56;2,94;27,45;29,85;1,09;1,9506;-0,0087
-101,0638116;39,38612;221,5;413,02;969,4;4,06;156,21;2,94;27,39;29,12;1,06;1,9384;-0,0195
-101,06383;39,38612;223,47;426,67;969,3;3,95;155,21;2,94;27,4;30,09;1,1;1,9808;-0,0537
-101,06385;39,38612;225,45;437,6;969,4;3,69;154,8;2,93;26,07;30,09;1,15;2,0223;-0,103
-101,0638683;39,38612;223,6;425,54;969,4;3,61;154,63;2,93;24,9;29,25;1,18;2,0833;-0,1367
-101,0638866;39,38612;222,6;424,22;969,5;3,4;155,91;2,93;24,84;29,03;1,17;2,1595;-0,1372
-101,0639033;39,38612;224,48;440,61;969,5;3,14;157,3;2,93;24,5;28,43;1,16;2,2587;-0,1101
-101,0639183;39,38612;228,2;465,19;969,7;2,89;158,44;2,88;25,19;28,65;1,14;2,3793;-0,0435
-101,063935;39,38612;231,6;486,99;969,7;2,74;158,95;2,74;26,89;29,94;1,11;2,5417;0,0561
-101,063945;39,3862817;242,87;539,47;969,3;1,49;155,49;2,89;30,32;33,65;1,11;0,7677;-0,0199
-101,0639366;39,38628;240,14;526,5;969,3;1,65;155,52;2,9;28,68;32,15;1,12;0,7582;-0,0114
-101,0639266;39,38628;236,35;507,46;969,4;1,97;155,28;2,9;26,3;29,82;1,13;0,7962;-0,0012
-101,063915;39,3862783;232,55;487,87;969,4;2,43;154,49;2,9;24,16;27,7;1,15;0,8104;-0,0145
-101,0639;39,3862767;228,99;468,35;969,4;2,93;153,04;2,9;23,15;26,82;1,16;0,8285;-0,0297
-101,0638833;39,386275;226,11;449,35;969,4;3,32;152,11;2,91;23,77;27,53;1,16;0,8412;-0,0419
-101,0638649;39,386275;224,3;436,74;969,3;3,76;153,51;2,9;25,54;28,88;1,13;0,8921;-0,0484
-101,0638433;39,3862733;221,14;419,19;969,4;3,92;154,84;2,91;26,18;30,01;1,15;0,9177;-0,0528
-101,0638216;39,3862717;221,69;421,13;969,2;3,98;155;2,9;26,93;29,9;1,11;0,9486;-0,056
-101,0638016;39,38627;221,71;419,32;969,2;4;155;2,91;27,39;30,95;1,13;0,9392;-0,0601
-101,06378;39,38627;220,63;418,68;969;3,98;155;2,91;26,43;31,6;1,2;0,9223;-0,0612
-101,0637583;39,3862683;221,52;417,41;969,2;3,93;155;2,91;26,88;31,17;1,16;0,8341;-0,0553
-101,0637366;39,3862683;221,7;416,31;969,1;3,99;154,63;2,93;29,27;31,65;1,08;0,7826;-0,045
-101,0637166;39,3862683;223,14;422,23;969;4;153,04;2,93;26,33;30,2;1,15;0,7605;-0,0367
-101,063695;39,3862667;222,48;416,21;968,9;3,96;151,33;2,92;26,84;31;1,15;0,6996;-0,0312
-101,0636733;39,3862667;223,41;421,25;968,8;3,78;150,82;2,92;27,18;31,23;1,15;0,6855;-0,0232
-101,0636533;39,3862667;224,42;429,35;968,9;3,92;150,92;2,92;25,11;30,09;1,2;0,6831;-0,0181
-101,0636316;39,3862667;220,53;416,11;968,9;4,19;154,09;2,92;24,35;28,21;1,16;0,7108;-0,0171
-101,06361;39,3862667;221,54;415,2;968,8;4,05;154,15;2,92;25,83;28,25;1,09;0,7292;-0,0183
-101,0635883;39,386265;222,36;421,64;968,8;3,95;154;2,93;26,84;29,66;1,11;0,6928;-0,0142
-101,0635683;39,386265;222,94;427,6;968,9;3,81;154;2,94;29,6;32,99;1,11;0,6864;-0,0051
-101,0635483;39,386265;220,74;409,47;968,8;3,94;154;2,95;33,34;36,93;1,11;0,687;0,0067
-101,0635266;39,386265;219,83;407,29;968,7;4;154;2,94;28,41;32,97;1,16;0,7182;0,0189
-101,063505;39,3862634;220,07;409,81;968,7;4;153,82;2,92;27,43;30,17;1,1;0,7091;0,0286
-101,063485;39,3862634;222,76;421,79;968,6;4;152,82;2,92;27,81;30,4;1,09;0,7205;0,0324
-101,063465;39,3862634;222,18;415,82;968,6;3,98;151,18;2,93;27,76;32,08;1,16;0,7251;0,0347
-101,063445;39,3862634;221,48;408,62;968,8;3,92;150,33;2,93;27,38;31,62;1,16;0,7348;0,0333
-101,0634233;39,3862634;221,6;416,62;968,8;3,92;151,22;2,94;28,05;31,12;1,11;0,7487;0,03
-101,0634033;39,3862634;218,69;404,79;968,6;3,98;152,78;2,94;29,02;30,23;1,04;0,7657;0,0235
-101,0633816;39,3862634;220,39;412,57;968,6;4;153,85;2,94;29,96;31,13;1,04;0,7742;0,0113
-101,06336;39,3862634;220,67;411,3;968,5;4;154;2,94;29,14;31,45;1,08;0,7804;-0,0037
-101,0633383;39,3862617;219,03;391,06;968,6;4,02;154,15;2,95;29,55;33,34;1,13;0,752;-0,0165
-101,0633166;39,3862617;218,03;395,6;968,7;4,07;154,67;2,93;32;35,67;1,11;0,742;-0,0283
-101,0632966;39,3862617;220,38;405,67;968,8;4,03;154,19;2,93;31,68;36,01;1,14;0,7141;-0,0318
-101,063275;39,3862634;221,31;407,08;968,6;4,07;153,44;2,93;30,58;35,33;1,16;0,7153;-0,0224
-101,063255;39,3862634;219,43;388,65;968,6;4,01;151,43;2,94;28,64;33,13;1,16;0,6869;-0,0012
-101,0632333;39,386265;219,44;395,72;968,7;3,89;150,13;2,94;26,94;31;1,15;0,7045;0,0234
-101,0632133;39,386265;223,89;429,84;968,6;3,82;150;2,93;28,31;31,07;1,1;0,7017;0,0379
-101,0631933;39,3862667;225,12;439,83;968,7;3,84;150,73;2,94;32,15;34,96;1,09;0,7127;0,0392
-101,0631733;39,3862667;222,71;418,4;968,6;3,98;153,11;2,95;30,81;36,01;1,17;0,6942;0,0336
-101,0631533;39,3862667;222;419,69;968,7;4,07;153,32;2,94;29,27;31,37;1,07;0,6807;0,0238
-101,0631316;39,3862683;221,66;420,68;968,6;4,01;153,7;2,93;29,68;31,12;1,05;0,6973;0,01
-101,06311;39,3862667;220,63;413,95;968,7;4;153,17;2,93;28,19;30,64;1,09;0,6556;0,0015
-101,0630883;39,3862667;221,54;419,87;968,7;4;153,15;2,94;27,4;30,91;1,13;0,6351;-0,0015
-101,0630666;39,3862667;222,32;423,23;968,7;4,04;153,27;2,95;29,01;32,98;1,14;0,6031;0,002
-101,0630466;39,386265;225,16;427,26;968,6;4,13;151,92;2,94;32,96;36,4;1,1;0,555;0,0065
-101,0630266;39,386265;223,29;410,66;968,5;4,04;152,34;2,93;34,17;39,43;1,15;0,5493;0,0069
-101,063005;39,386265;221,18;402,16;968,5;3,94;151,11;2,94;36,38;39,77;1,09;0,5542;-0,0014
-101,062985;39,386265;223,3;414,26;968,5;3,79;149,99;2,94;33,26;36,78;1,11;0,5755;-0,0159
-101,0629666;39,3862667;223,71;420,36;968,5;3,88;149,78;2,94;28,94;32,81;1,13;0,6437;-0,0354
-101,062945;39,3862667;222,16;421,39;968,6;3,98;152,38;2,95;28,67;31,98;1,12;0,7151;-0,0673
-101,0629233;39,3862667;221,51;421,65;968,8;3,98;153;2,94;30,03;33,54;1,12;0,7911;-0,1151
-101,0629033;39,3862667;221,9;424,25;968,8;3,93;153;2,92;30,18;34,95;1,16;0,8246;-0,1762
-101,0628816;39,3862667;219,07;407,17;968,9;4;153;2,92;27,9;30,74;1,1;0,8247;-0,2387
-101,06286;39,3862667;220,36;417,74;968,9;4,07;153;2,9;28,46;28,09;0,99;0,8451;-0,2586
-101,06284;39,3862683;223,33;437,73;968,8;4;153;2,9;27,74;29,13;1,05;0,9164;-0,2118
-101,0628183;39,3862683;223,39;441,52;968,8;3,95;152,7;2,92;27,5;33,32;1,21;0,973;-0,132
-101,0627966;39,3862683;220,45;419,09;968,8;4,04;151;2,91;28,77;35,92;1,25;1,0063;-0,0653
-101,062775;39,3862683;219,7;407,23;968,8;3,91;149,11;2,92;26,9;31,39;1,17;1,0094;-0,0327
-101,062755;39,3862683;222,04;419,84;968,7;3,84;148,36;2,92;27,54;30,46;1,11;1,0146;-0,0265
-101,062735;39,3862667;224,12;427,86;968,7;3,89;149,09;2,91;30,53;32,05;1,05;1,0179;-0,0317
-101,0627133;39,3862667;223,15;427,37;968,8;3,98;150,7;2,92;32,06;33,23;1,04;1,0645;-0,0387
-101,0626916;39,3862667;222,33;430,82;968,7;4;151;2,92;30,66;33,15;1,08;1,0759;-0,0344
-101,0626716;39,3862667;222,96;434,78;968,5;4,03;151,3;2,93;28,81;32,65;1,13;1,0273;-0,0159
-101,06265;39,3862667;222,93;436,15;968,4;4,14;152,39;2,94;28,38;32,8;1,16;0,9124;0,0074
-101,0626283;39,3862667;219,67;417,2;968,3;4,05;151,3;2,93;28,17;32,03;1,14;0,8023;0,0151
-101,0626066;39,3862667;222,67;434,51;968,5;4,07;150,8;2,92;28,1;29,75;1,06;0,7504;-0,0042
-101,0625866;39,386265;224,9;443,33;968,5;4,02;150,05;2,92;25,81;28,14;1,09;0,7223;-0,0373
-101,062565;39,386265;226,19;446,7;968,6;3,81;148,91;2,92;26,03;28,41;1,09;0,7554;-0,0692
-101,062545;39,386265;225,84;440,55;968,6;3,06;147,62;2,93;28,24;30,39;1,08;0,8128;-0,0801
-101,0625316;39,386265;227,2;447,27;968,7;2,75;147,44;2,92;29,27;31,62;1,08;0,8612;-0,0766
-101,0625183;39,386265;228,05;454,15;968,9;2,65;148,39;2,91;30,93;33,6;1,09;0,9105;-0,0662
-101,0625033;39,386265;227,67;457,68;968,6;2,66;149,5;2,91;33,06;35,79;1,08;0,9621;-0,0514
-101,0624883;39,3864383;233,47;481,16;968,9;1,77;147,37;2,87;33,63;36,8;1,09;0,9819;0,0152
-101,0624966;39,3864383;231,22;469,28;968,8;2;146,9;2,88;34,52;37,18;1,08;1,0048;0,0144
-101,0625066;39,38644;228,4;453,11;968,7;2,35;146,43;2,89;35,84;37,87;1,06;1,0269;0,0149
-101,0625233;39,38644;224,39;427,81;968,6;3,05;146,04;2,91;36,99;38,36;1,04;1,079;0,0124
-101,0625416;39,38644;223,82;423,13;968,7;3,48;146;2,91;33,44;35,35;1,06;1,1283;0,0097
-101,0625616;39,38644;223,56;422,54;968,7;3,76;146,44;2,91;30,98;32,98;1,06;1,1642;0,0075
-101,0625833;39,38644;221,33;415,82;968,6;3,9;148,53;2,91;28,75;31,99;1,11;1,1809;0,0064
-101,0626066;39,3864417;220,33;416,74;968,6;3,99;149;2,91;29,32;31,95;1,09;1,194;0,0071
-101,0626266;39,3864433;220,52;417,71;968,6;4;149;2,91;30,03;32,98;1,1;1,2056;0,0104
-101,0626483;39,3864433;219,46;407,89;968,6;3,98;149;2,91;29,32;32,67;1,11;1,1887;0,0163
-101,06267;39,386445;219,66;406,62;968,6;3,93;149;2,89;30,01;32,95;1,1;1,1482;0,0243
-101,06269;39,386445;219,5;406,14;968,5;3,98;149;2,9;31,45;34,54;1,1;1,0996;0,0281
-101,0627116;39,3864467;220,78;415,08;968,4;4,01;149;2,91;30,45;32,13;1,06;1,0723;0,026
-101,062735;39,3864467;221,4;419,55;968,4;4,06;148,36;2,91;31,6;31,5;1;1,0481;0,0148
-101,0627566;39,3864467;220,91;424,16;968,4;3,91;145,78;2,91;28,44;29,26;1,03;1,0277;-0,0001
-101,0627766;39,3864467;225,01;446,07;968,5;3,8;145,62;2,92;26,25;28,48;1,09;1,0143;-0,0121
-101,062795;39,3864467;224,97;438,3;968,5;3,74;145,21;2,93;26,12;30;1,15;1,0154;-0,0178
-101,062815;39,3864467;224,05;428,69;968,4;3,76;145,18;2,93;27,49;31,95;1,16;1,0424;-0,0146
-101,062835;39,3864467;218,36;391,76;968,3;3,76;146,11;2,93;27,68;29,92;1,08;1,0716;-0,0045
-101,0628566;39,3864467;216,45;390,02;968,3;3,94;147,86;2,9;27,56;29,37;1,07;1,0891;0,0082
-101,0628783;39,3864483;220,71;408,66;968,2;3,93;148,67;2,88;29,83;31,17;1,04;1,107;0,0173
-101,0628983;39,3864467;221,17;413,06;968,2;3,98;148,32;2,88;31,41;33,2;1,06;1,0924;0,0176
-101,06292;39,3864467;220,85;415,39;968,2;4;148,85;2,87;32,02;33,56;1,05;1,1068;0,0155
-101,0629416;39,3864467;220,16;409,12;968,1;4;148,88;2,88;32,25;33,44;1,04;1,1047;0,0104
-101,062965;39,3864467;220,64;411,38;968,1;4;148,28;2,89;31,93;36,39;1,14;1,0967;0,0024
-101,0629866;39,3864467;223,41;420,47;968,1;3,98;147,93;2,89;34,52;39,23;1,14;1,0879;-0,0082
-101,0630066;39,3864467;223,65;423,45;968,2;3,9;145,24;2,88;33,95;39,64;1,17;1,098;-0,0163
-101,0630266;39,3864467;222,35;416,55;968,2;3,84;145,47;2,88;30,66;36,81;1,2;1,1311;-0,0186
-101,0630466;39,3864467;222,29;419,36;968,1;3,88;145,04;2,89;30,28;35,16;1,16;1,1755;-0,0126
-101,0630683;39,3864467;222,6;422,93;968;3,9;144,88;2,9;30,85;35,03;1,14;1,2271;0,003
-101,0630883;39,3864467;219,88;411,85;968;3,93;147,27;2,91;31,92;35,44;1,11;1,2896;0,0194
-101,06311;39,3864483;222,03;420,97;967,9;4,05;148;2,9;32,5;35,13;1,08;1,413;0,0311
-101,0631316;39,3864483;222,33;424,53;967,8;4;148;2,91;30,74;32,81;1,07;1,4542;0,0352
-101,0631516;39,3864483;223,18;436,65;967,7;3,97;148,18;2,92;27,19;30,69;1,13;1,4819;0,035
-101,0631716;39,3864483;225,03;450,82;967,6;4,09;148,64;2,92;29,71;33,43;1,13;1,5015;0,0374
-101,0631916;39,38645;225,89;456,46;967,6;3,97;148,2;2,93;28,08;31,38;1,12;1,6092;0,0429
-101,0632133;39,38645;222,76;436,13;967,6;3,98;147,39;2,93;27,09;29,78;1,1;1,6691;0,0523
-101,063235;39,38645;221,85;419,74;967,5;3,98;144,76;2,91;30,29;31,39;1,04;1,7254;0,0568
-101,0632566;39,38645;221,76;414,49;967,5;3,9;144,54;2,9;30,22;32,72;1,08;1,7383;0,0549
-101,0632783;39,38645;224,22;429,39;967,5;3,79;143,5;2,91;31,42;35,13;1,12;1,7344;0,0508
-101,0632966;39,38645;224,04;427,89;967,4;3,76;144,13;2,9;34,1;37,77;1,11;1,7462;0,0499
-101,0633166;39,38645;223,06;425,35;967,5;3,88;145,88;2,9;35,26;37,6;1,07;1,746;0,0477
-101,0633383;39,3864483;222,14;421,68;967,5;3,99;147,73;2,91;32,35;34,56;1,07;1,6724;0,0383
-101,06336;39,3864483;222,15;422,85;967,6;4;148;2,93;29,71;32,16;1,08;1,6389;0,0161
-101,0633816;39,3864483;222,67;429,75;967,6;3,98;148;2,93;33,21;34,17;1,03;1,588;-0,0089
-101,0634016;39,3864483;222,04;423,54;967,6;3,92;148;2,94;34,51;35,88;1,04;1,5515;-0,0172
-101,0634233;39,3864483;221,61;411,39;967,6;3,92;148;2,94;36,76;37,99;1,03;1,5293;-0,0011
-101,063445;39,3864483;223,56;425,62;967,6;3,99;147,26;2,95;38,04;39,3;1,03;1,5192;0,0301
-101,063465;39,3864483;223,26;428,49;967,5;4;144,88;2,95;36,99;39,23;1,06;1,5132;0,0516
-101,0634866;39,3864483;220,23;400,45;967,5;3,95;144,69;2,94;37,95;40,06;1,06;1,4946;0,0555
-101,0635083;39,3864483;221,83;406,43;967,6;3,74;143,92;2,94;36,98;37,74;1,02;1,4565;0,0438
-101,0635266;39,38645;222,79;418,88;967,6;3,7;143,61;2,94;35;35,73;1,02;1,4766;0,0325
-101,063545;39,38645;222,48;413,25;967,8;3,73;145,09;2,93;35,78;38,61;1,08;1,3963;0,0224
-101,063565;39,38645;220,35;401,19;967,9;3,88;147,47;2,94;33,31;35,73;1,07;1,2944;0,0149
-101,063585;39,38645;219,58;402,28;967,9;3,98;147,74;2,95;29,69;30,57;1,03;1,1981;0,0109
-101,0636066;39,3864483;221,28;411,22;968;4;146,27;2,94;28,48;29,99;1,05;1,0652;0,0067
-101,0636283;39,3864483;220,48;406,41;968;4;146;2,94;29,53;30,59;1,04;0,9931;0,0034
-101,0636483;39,3864483;221,29;412,1;968;4;146;2,94;28,6;29,78;1,04;0,9403;0,0029
-101,06367;39,38645;223,81;424,54;968;4;145,54;2,93;28;30,61;1,09;0,9216;0,0072
-101,0636916;39,38645;225,08;436,6;968;4;143,61;2,94;28,46;33,41;1,17;0,8905;0,014
-101,0637133;39,38645;222,4;414,26;968;3,96;143,85;2,94;31,64;36;1,14;0,8733;0,0191
-101,0637333;39,38645;221,89;404,21;968;3,85;143,65;2,95;32,35;35,95;1,11;0,8451;0,02
-101,0637533;39,38645;223,4;412,08;968,1;3,88;142,89;2,94;32,61;35,41;1,09;0,7956;0,0189
-101,0637733;39,38645;220,63;404,02;968,1;3,9;144,89;2,93;30,72;34,85;1,13;0,7278;0,0173
-101,063795;39,38645;218,92;403,92;968,2;3,92;147,24;2,94;31,02;34,6;1,12;0,6466;0,0168
-101,0638166;39,38645;220,93;421,65;968,2;3,98;146,61;2,95;28,01;32,5;1,16;0,5774;0,0163
-101,0638383;39,38645;219,83;414,97;968,2;3,98;147,71;2,94;27,41;32,39;1,18;0,5186;0,0155
-101,0638583;39,3864517;220,34;413,78;968,2;3,89;148;2,94;26,58;32,42;1,22;0,4633;0,0153
-101,06388;39,38645;220,52;407,98;968,3;3,62;147,51;2,93;28,15;32,45;1,15;0,4134;0,0039
-101,0638983;39,38645;224,3;434,74;968,3;2,89;146,36;2,87;28,72;31,71;1,1;0,3733;-0,012
-101,0639116;39,3864517;226,58;449,56;968,5;2,15;146,03;2,79;27,41;30,54;1,11;0,3368;-0,0251
-101,0639216;39,3864517;227,84;455,54;968,4;1,76;145,73;2,71;26,84;29,91;1,11;0,3166;-0,0388
-101,0639266;39,3864517;228,31;457,13;968,5;1,65;145,54;2,68;26,74;29,72;1,11;0,3059;-0,0462
-101,063905;39,3871067;230,34;470,14;969,9;1,44;142,31;2,69;45,95;50,74;1,1;2,4452;-0,0367
-101,0638983;39,3871083;229,85;468,51;969,8;1,5;142,78;2,71;45,71;50,73;1,11;2,6054;-0,0388
-101,0638933;39,3871083;229,55;467,33;969,7;1,58;142,77;2,7;45,53;50,69;1,11;2,6321;-0,0385
-101,0638866;39,3871083;229,1;465,17;969,6;1,74;142,5;2,67;45,36;50,64;1,12;2,6654;-0,0364
-101,0638783;39,38711;228,43;460,98;969,6;1,99;142,03;2,64;45,2;50,63;1,12;2,8929;-0,031
-101,0638683;39,38711;227,97;456,53;969,6;2,36;140,98;2,57;45,13;50,57;1,12;2,9295;-0,0167
-101,0638533;39,3871117;227,99;454,69;969,7;2,85;140,28;2,55;44,65;50,26;1,13;3,2413;0,018
-101,0638366;39,3871117;227,58;454,34;969,7;3,11;140,76;2,54;42,97;49,39;1,15;3,3536;0,068
-101,06382;39,3871117;226,79;450,27;969,7;3,24;141,8;2,58;42,5;48,54;1,14;3,3851;0,1111
-101,0638016;39,3871117;224,76;437,95;969,7;3,31;141,52;2,64;42,78;48,68;1,14;3,4515;0,1307
-101,0637833;39,3871117;222,75;427,41;969,6;3,4;141,66;2,59;41,61;47,71;1,15;3,4563;0,1143
-101,0637633;39,3871117;221,62;420,51;969,7;3,43;141,72;2,56;40,62;46,86;1,15;3,4769;0,0734
-101,0637416;39,38711;222,13;418,02;969,7;3,46;141,51;2,64;40,01;46,45;1,16;3,3794;0,0289
-101,0637233;39,38711;221,18;411,85;969,8;3,54;141,99;2,73;40,28;46,46;1,15;3,3932;0,0005
-101,0637033;39,3871083;221,59;416,12;969,8;3,52;141,79;2,78;42,23;47,59;1,13;3,1349;-0,0141
-101,0636833;39,38711;222,61;424,16;969,8;3,43;142,1;2,68;42,04;48,52;1,15;3,3577;-0,0088
-101,063665;39,3871083;223,94;430,03;969,7;3,33;141,52;2,58;41,31;47,28;1,14;3,2076;0,0161
-101,063645;39,3871083;222,11;415,45;969,7;2,67;142,15;2,38;40,88;46,83;1,15;3,3286;0,0545
-101,0636333;39,3871067;221,52;408,83;969,7;2,24;142,18;2,22;40,37;47,06;1,17;3,1739;0,0754
-101,0636266;39,3871067;221,33;406,16;969,7;2,1;142,04;2,17;40,15;47,19;1,18;3,2167;0,0845
-101,0639016;39,3870983;230,8;471,62;970;1,55;140,81;2,66;45,65;50,49;1,11;1,997;-0,0287
-101,063905;39,3871;230,84;471,85;970;1,51;141,04;2,67;45,82;50,55;1,1;2,0527;-0,03
-101,0638916;39,3871;230,04;468,44;970;1,7;141,14;2,65;45,34;50,55;1,11;2,0772;-0,0308
-101,063875;39,3871017;228,78;461,7;970;2,15;139,98;2,47;45,3;50,58;1,12;2,1859;-0,0238
-101,06386;39,3871017;228,43;456,76;970;2,57;138,05;2,3;45,47;50,58;1,11;2,2472;-0,0007
-101,063845;39,3871033;228,39;455,71;970;2,87;137,88;2,29;44,77;50,33;1,12;2,4234;0,0381
-101,06383;39,3871033;227,54;453,52;970;3,08;138,96;2,31;43,93;49,62;1,13;2,4585;0,083
-101,0638116;39,3871033;226,17;445,17;969,9;3,21;140,03;2,38;44,21;49,01;1,11;2,4518;0,1261
