date,arable_field_evapotranspiration_mm,arable_canopy_evapotranspiration_mm,growing_degree_days,accumulated_growing_degree_days,ndvi,minimum_relative_humidity,relative_humidity_at_max_temp,relative_humidity_at_min_temp,shortwave_downwelling_radiation,max_temp,mean_temp,min_temp,max_dew_point_temp,precipitation,precipitation_hours,cumulative_precipitation,sea_level_pressure,vapor_pressure_deficit,crop_coefficient,dew_temp,crop_water_demand_mm_day,sun_duration,wind_speed,wind_direction_degrees,max_wind_speed,min_wind_speed,TrtID
2024-07-28T00:00:00Z,0.28,0.27,24,1654,0.78,32,34,90,29,96,79,62,67,0,0,2.64,1006,16,0.96,63,0,12,3,127,6,0,4
2024-07-29T00:00:00Z,0.29,0.28,25,1679,0.76,34,34,88,29,96,81,64,65,0,0,2.64,1007,18,0.94,62,0,12.2,2,94,3,1,4
2024-07-30T00:00:00Z,0.31,0.29,24,1703,0.75,16,16,92,30,102,82,62,67,0,0,2.64,1005,23,0.92,60,0,12.1,2,221,2,1,4
2024-07-31T00:00:00Z,0.29,0.27,25,1728,0.75,34,37,91,29,98,80,64,69,0,0,2.64,1008,17,0.92,64,0,12,2,168,5,1,4
2024-08-01T00:00:00Z,0.28,0.26,22,1750,0.74,27,29,98,28,96,78,58,66,0,0,2.64,1017,17,0.9,60,0,11.8,2,160,4,0,4
2024-08-02T00:00:00Z,0.29,0.26,24,1774,0.73,29,31,91,28,97,81,62,63,0,0,2.64,1019,20,0.9,60,0,11.8,2,164,4,1,4
2024-08-03T00:00:00Z,0.26,0.23,28,1802,0.74,30,31,71,25,96,82,71,63,0,0,2.64,1015,21,0.9,59,0,10,2,175,4,0,4
2024-08-04T00:00:00Z,0.3,0.27,22,1824,0.72,21,21,95,29,99,81,58,63,0,0,2.64,1013,23,0.87,58,0,12.1,3,195,5,2,4
2024-08-05T00:00:00Z,0.3,0.26,28,1852,0.71,20,20,61,27,103,86,70,63,0,0,2.64,1011,28,0.86,58,0,11.5,3,165,4,1,4
2024-08-06T00:00:00Z,0.13,0.12,23,1876,0.73,43,44,91,14,85,73,62,63,0,0,2.64,1018,10,0.89,61,0,10.8,3,70,4,2,4
2024-08-07T00:00:00Z,0.25,0.23,24,1900,0.72,37,38,91,27,93,77,62,67,0,1,2.66,1012,14,0.88,63,0,11.2,2,123,3,0,4
2024-08-08T00:00:00Z,0.14,0.13,18,1918,0.74,52,53,74,17,75,67,62,67,0.2,3,2.84,1020,5,0.91,59,0,10.4,3,49,5,2,4
2024-08-09T00:00:00Z,0.03,0.03,8,1926,0.76,70,74,92,3,62,57,55,56,0,1,2.86,1025,2,0.93,53,0,0.8,2,100,3,0,4
2024-08-10T00:00:00Z,0.07,0.07,11,1938,0.74,68,68,87,9,68,59,55,57,0,0,2.86,1023,3,0.9,54,0,8.7,2,149,3,1,4
2024-08-11T00:00:00Z,0.11,0.1,18,1956,0.74,63,63,100,13,78,65,58,65,0,1,2.87,1017,3,0.9,60,0,8.2,2,142,3,2,4
2024-08-12T00:00:00Z,0.11,0.1,17,1973,0.74,69,69,100,13,78,66,57,67,0.3,5,3.17,1017,3,0.9,63,0,11.6,2,88,3,1,4
2024-08-13T00:00:00Z,0.17,0.16,26,1999,0.75,61,61,98,19,86,75,67,71,0.1,2,3.22,1012,7,0.92,68,0,10.9,3,117,4,1,4
2024-08-14T00:00:00Z,0.2,0.19,25,2023,0.77,39,45,96,21,91,73,63,70,0,0,3.22,1011,8,0.94,64,0,10.3,2,232,3,0,4
2024-08-15T00:00:00Z,0.27,0.25,23,2046,0.73,33,37,87,28,87,74,60,59,0,0,3.22,1013,15,0.9,56,0,11.5,3,244,4,1,4
2024-08-16T00:00:00Z,0.24,0.22,23,2070,0.74,38,38,84,25,90,74,61,62,0.1,3,3.32,1014,13,0.9,59,0,10.8,2,138,3,0,4
2024-08-17T00:00:00Z,0.27,0.24,21,2091,0.72,37,37,97,27,97,78,57,69,0,0,3.32,1013,15,0.88,64,0,11.2,2,152,4,0,4
2024-08-18T00:00:00Z,0.23,0.2,27,2118,0.71,46,48,97,25,92,77,68,73,0,0,3.32,1013,9,0.86,69,0,10.8,3,98,5,2,4
2024-08-19T00:00:00Z,0.21,0.18,25,2143,0.71,50,51,93,22,87,74,63,67,0,0,3.32,1018,10,0.86,63,0,10.2,3,109,4,1,4
2024-08-20T00:00:00Z,0.24,0.2,24,2167,0.7,45,46,95,25,92,77,63,68,0,0,3.32,1016,12,0.85,65,0,10.2,3,158,4,2,4
2024-08-21T00:00:00Z,0.17,0.15,26,2192,0.7,51,51,95,18,89,76,65,69,0,0,3.32,1015,9,0.85,67,0,9.1,3,143,5,2,4
2024-08-22T00:00:00Z,0.23,0.19,26,2219,0.68,41,41,89,24,93,77,67,68,0.1,2,3.45,1013,12,0.81,65,0,10.1,3,138,5,2,4
2024-08-23T00:00:00Z,0.13,0.11,24,2243,0.7,61,62,96,14,84,72,64,70,0.2,4,3.63,1014,5,0.85,66,0,10,2,138,4,0,4
2024-08-24T00:00:00Z,0.26,0.22,26,2269,0.67,24,28,98,26,100,81,67,72,0,0,3.63,1010,16,0.8,66,0,10.2,2,169,4,0,4
2024-08-25T00:00:00Z,0.28,0.22,25,2294,0.63,18,20,88,26,103,84,63,71,0,0,3.63,1012,25,0.74,59,0,10.5,3,208,6,2,4
2024-08-26T00:00:00Z,0.25,0.18,26,2320,0.56,27,27,87,24,98,80,66,64,0.2,7,3.86,1017,18,0.65,60,0,9.7,3,213,6,2,4
2024-08-27T00:00:00Z,0.24,0.15,24,2344,0.55,42,42,97,25,90,75,61,66,0.1,3,3.95,1018,11,0.63,63,0,11.2,2,187,4,0,4
2024-08-28T00:00:00Z,0.26,0.16,23,2367,0.51,28,29,98,25,95,79,61,66,0,0,3.95,1012,18,0.57,61,0,11.1,3,168,6,1,4
2024-08-29T00:00:00Z,0.1,0.06,22,2389,0.5,53,54,94,10,83,73,61,68,0,1,3.96,1013,9,0.55,62,0,7.4,2,149,4,0,4
2024-08-30T00:00:00Z,0.23,0.13,19,2408,0.47,28,28,100,25,86,68,52,59,0,0,3.96,1021,11,0.51,53,0,10.6,2,188,2,1,4
2024-08-31T00:00:00Z,0.26,0.13,18,2426,0.44,23,25,96,26,92,70,48,58,0,0,3.96,1020,16,0.48,51,0,11.2,2,185,2,1,4
2024-09-01T00:00:00Z,0.25,0.12,18,2444,0.41,28,29,95,26,89,70,47,58,0,0,3.96,1021,14,0.43,52,0,11.1,2,156,4,1,4
2024-09-02T00:00:00Z,0.23,0.1,22,2465,0.39,32,35,86,25,87,71,57,57,0,0,3.96,1021,13,0.4,54,0,11,3,155,4,2,4
2024-09-03T00:00:00Z,0.24,0.1,21,2486,0.37,25,26,84,25,90,72,55,53,0,0,3.96,1017,17,0.36,50,0,11.1,3,171,5,2,4
2024-09-04T00:00:00Z,0.25,0.09,21,2507,0.33,24,24,80,25,92,74,56,55,0,0,3.96,1017,19,0.31,51,0,10.9,3,185,4,2,4
2024-09-05T00:00:00Z,0.11,0.03,16,2523,0.32,48,54,94,10,78,67,54,60,0,0,3.96,1024,8,0.29,55,0,9.8,3,200,4,1,4
2024-09-06T00:00:00Z,0.22,0.06,18,2541,0.3,26,26,99,24,89,66,44,59,0,0,3.96,1024,12,0.26,51,0,10.7,2,188,3,0,4
2024-09-07T00:00:00Z,0.21,0.05,20,2561,0.28,36,36,88,24,86,69,54,56,0,0,3.96,1020,12,0.24,53,0,10.8,3,133,4,2,4
2024-09-08T00:00:00Z,0.22,0.05,18,2579,0.26,24,25,90,23,92,72,50,55,0,0,3.96,1015,16,0.21,51,0,10.7,3,154,4,2,4
2024-09-09T00:00:00Z,0.24,0.05,21,2600,0.24,19,19,78,24,98,77,55,53,0,0,3.97,1011,23,0.18,50,0,10.6,3,183,5,2,4
2024-09-10T00:00:00Z,0.22,0.04,20,2619,0.22,21,21,76,22,96,76,53,51,0,0,3.97,1010,22,0.15,48,0,10.5,3,172,4,1,4
2024-09-11T00:00:00Z,0.23,0.03,21,2640,0.21,18,18,58,24,92,75,56,45,0,0,3.97,1008,22,0.13,43,0,10.5,4,159,6,2,4
2024-09-12T00:00:00Z,0.21,0.03,23,2663,0.2,30,30,70,23,89,75,61,59,0.1,7,4.02,1005,17,0.12,53,0,10.6,6,154,8,4,4
2024-09-13T00:00:00Z,0.21,0.03,24,2687,0.2,32,32,74,23,92,76,62,59,0,0,4.02,1006,17,0.11,56,0,10.3,4,143,5,3,4
2024-09-14T00:00:00Z,0.17,0.02,23,2710,0.19,40,40,73,18,87,73,59,61,0,0,4.02,1012,12,0.11,57,0,10.2,3,112,5,2,4
2024-09-15T00:00:00Z,0.21,0.02,24,2734,0.19,23,26,85,22,97,77,62,61,0,1,4.03,1010,18,0.1,57,0,10,3,142,6,2,4
2024-09-16T00:00:00Z,0.19,0.02,25,2759,0.19,21,23,91,20,97,75,64,64,0.1,3,4.14,1010,15,0.1,58,0,9,4,157,6,2,4
2024-09-17T00:00:00Z,0.03,0,15,2774,0.19,50,50,93,4,81,67,63,63,0,0,4.14,1010,4,NA,62,NA,2.6,4,165,5,3,4
2024-06-04T00:00:00Z,0.15,0,22,419,0.13,35,37,81,15,82,74,61,59,0,0,0,1009,15,0.02,55,0,6.9,3,141,5,0,5
2024-06-05T00:00:00Z,0.25,0,19,438,0.13,21,23,94,28,92,73,52,63,0,0,0,1012,16,0.02,54,0,12.8,2,201,4,0,5
2024-06-06T00:00:00Z,0.25,0.01,21,459,0.14,28,28,74,29,85,71,58,57,0,2,0.02,1017,15,0.03,49,0,12.8,2,87,4,0,5
2024-06-07T00:00:00Z,0.24,0.01,23,482,0.15,28,28,73,25,98,75,60,67,0,1,0.03,1011,14,0.05,60,0,9.8,3,170,5,0,5
2024-06-08T00:00:00Z,0.21,0.01,21,504,0.16,48,49,89,25,82,71,61,66,0.2,3,0.22,1014,8,0.06,61,0,10.7,4,122,6,0,5
2024-06-09T00:00:00Z,0.2,0.01,17,521,0.17,48,49,97,25,77,66,58,59,0,0,0.22,1021,7,0.07,57,0,10.5,2,101,3,1,5
2024-06-10T00:00:00Z,0.24,0.02,17,538,0.18,36,37,92,28,81,68,54,56,0,0,0.22,1018,11,0.09,53,0,13,3,165,6,1,5
2024-06-11T00:00:00Z,0.25,0.02,22,560,0.18,36,36,92,28,88,73,58,61,0,0,0.22,1015,13,0.1,58,0,11.8,2,189,4,0,5
2024-06-12T00:00:00Z,0.3,0.03,25,585,0.19,14,16,86,30,101,81,63,63,0,0,0.22,1011,25,0.1,55,0,12.8,3,204,5,1,5
2024-06-13T00:00:00Z,0.26,0.03,24,608,0.18,18,20,72,26,100,82,62,65,0,0,0.22,1012,24,0.1,56,0,12.2,3,151,4,1,5
2024-06-14T00:00:00Z,0.2,0.02,25,634,0.26,36,40,77,21,87,74,64,64,0.1,1,0.3,1017,12,0.2,59,0,10.1,3,112,6,2,5
2024-06-15T00:00:00Z,0.26,0.05,24,658,0.26,26,26,86,27,95,76,62,62,0,0,0.3,1009,16,0.2,59,0,12.3,2,177,4,0,5
2024-06-16T00:00:00Z,0.29,0.06,25,683,0.26,27,27,70,29,99,83,64,66,0,0,0.3,1004,23,0.2,61,0,12.7,3,176,6,1,5
2024-06-17T00:00:00Z,0.26,0.05,28,711,0.3,33,34,85,25,96,83,71,69,0,0,0.3,1000,19,0.27,65,0,11.9,6,168,9,4,5
2024-06-18T00:00:00Z,0.21,0.06,23,734,0.3,46,46,69,24,80,74,67,66,0,0,0.3,1007,11,0.27,60,0,11.9,5,118,8,3,5
2024-06-19T00:00:00Z,0.11,0.03,13,748,0.37,61,65,81,12,71,64,55,60,0,3,0.34,1024,6,0.37,54,0,9.1,3,85,5,2,5
2024-06-20T00:00:00Z,0.24,0.09,26,773,0.41,40,41,93,26,88,76,65,67,0.2,13,0.51,1021,12,0.43,63,0,12.7,4,160,7,2,5
2024-06-21T00:00:00Z,0.25,0.11,26,799,0.4,38,40,88,25,95,80,66,68,0.2,8,0.74,1015,16,0.42,64,0,11.5,5,181,8,3,5
2024-06-22T00:00:00Z,0.26,0.11,27,826,0.39,29,30,91,27,90,78,67,66,0,0,0.74,1014,15,0.39,60,0,11.8,3,247,5,1,5
2024-06-23T00:00:00Z,0.3,0.12,25,851,0.39,21,21,86,28,101,82,63,67,0,0,0.74,1014,23,0.39,59,0,12.8,3,178,5,1,5
2024-06-24T00:00:00Z,0.3,0.12,27,878,0.39,16,16,68,26,105,86,69,64,0,0,0.74,1009,29,0.4,58,0,11.2,2,177,4,2,5
2024-06-25T00:00:00Z,0.33,0.14,29,907,0.54,17,21,54,29,99,85,71,64,0,0,0.74,1009,27,0.61,57,0,12.8,2,195,4,0,5
2024-06-26T00:00:00Z,0.3,0.18,27,933,0.53,27,31,82,29,91,80,68,67,0,0,0.74,1015,19,0.6,57,0,12.8,3,63,5,2,5
2024-06-27T00:00:00Z,0.17,0.1,27,961,0.59,35,35,88,15,94,80,68,68,0.1,4,0.79,1009,16,0.69,64,0,9.3,4,159,6,2,5
2024-06-28T00:00:00Z,0.28,0.19,27,988,0.54,26,26,84,28,95,80,68,65,0.1,3,0.86,1005,19,0.62,60,0,11.8,2,180,5,2,5
2024-06-29T00:00:00Z,0.25,0.16,22,1010,0.57,41,41,91,27,81,71,64,65,0.1,2,0.93,1021,11,0.65,56,0,11.7,3,90,5,1,5
2024-06-30T00:00:00Z,0.08,0.06,17,1028,0.69,65,70,91,10,76,65,59,66,0.1,1,1.02,1026,4,0.83,59,0,8.8,4,117,5,2,5
2024-07-01T00:00:00Z,0.23,0.19,26,1053,0.69,28,31,96,22,99,78,65,70,0.6,6,1.62,1012,12,0.84,67,0,9.9,3,167,8,2,5
2024-07-02T00:00:00Z,0.24,0.2,26,1079,0.71,42,42,98,25,84,75,68,69,0,0,1.62,1012,9,0.86,65,0,11.8,2,145,4,0,5
2024-07-03T00:00:00Z,0.22,0.19,23,1102,0.74,43,50,86,23,85,73,61,68,0.3,2,1.93,1016,8,0.9,63,0,9.7,3,166,6,2,5
2024-07-04T00:00:00Z,0.25,0.23,18,1120,0.73,34,36,99,28,80,67,56,61,0,0,1.93,1020,9,0.89,54,0,12.1,3,165,4,1,5
2024-07-05T00:00:00Z,0.15,0.14,16,1136,0.75,45,46,94,17,79,64,53,60,0.2,4,2.17,1024,7,0.93,55,0,11.5,2,248,4,1,5
2024-07-06T00:00:00Z,0.22,0.2,22,1157,0.72,35,35,93,24,90,70,57,65,0.2,1,2.36,1016,9,0.88,59,0,11.5,3,170,6,1,5
2024-07-07T00:00:00Z,0.09,0.08,16,1173,0.76,58,59,98,11,74,64,57,61,0.1,6,2.49,1020,3,0.93,59,0,8.9,2,232,4,1,5
2024-07-08T00:00:00Z,0.26,0.24,18,1191,0.77,34,38,95,29,81,68,55,60,0,0,2.49,1021,10,0.95,54,0,12.6,2,194,3,1,5
2024-07-09T00:00:00Z,0.28,0.27,19,1210,0.76,29,31,97,29,90,73,52,60,0,0,2.49,1018,15,0.93,55,0,12.6,2,180,3,0,5
2024-07-10T00:00:00Z,0.28,0.26,23,1233,0.76,28,28,86,28,91,77,60,61,0,0,2.49,1018,17,0.93,57,0,12.4,2,140,3,1,5
2024-07-11T00:00:00Z,0.28,0.26,22,1254,0.77,31,33,98,28,92,77,57,66,0,0,2.49,1018,16,0.95,59,0,12.4,2,88,4,0,5
2024-07-12T00:00:00Z,0.29,0.28,24,1278,0.78,25,26,86,28,97,82,61,65,0,1,2.51,1014,22,0.97,59,0,12.4,3,136,4,2,5
2024-07-13T00:00:00Z,0.3,0.29,24,1301,0.78,27,28,77,28,99,83,61,65,0,0,2.51,1014,23,0.96,58,0,12.5,2,157,3,1,5
2024-07-14T00:00:00Z,0.28,0.27,25,1326,0.81,27,29,93,27,98,80,63,68,0.2,8,2.7,1016,18,1.01,63,0,12.2,3,180,6,1,5
2024-07-15T00:00:00Z,0.3,0.3,25,1351,0.76,25,26,70,27,100,86,65,66,0,1,2.71,1011,27,0.94,58,0,12.4,2,149,4,0,5
2024-07-16T00:00:00Z,0.22,0.21,27,1378,0.78,40,40,79,22,91,78,67,67,0,2,2.73,1015,14,0.96,63,0,11.2,2,89,6,0,5
2024-07-17T00:00:00Z,0.21,0.2,23,1401,0.78,44,48,95,23,85,73,61,64,0.1,2,2.79,1022,10,0.97,62,0,10.8,2,135,4,0,5
2024-07-18T00:00:00Z,0.25,0.24,23,1424,0.79,38,41,98,27,89,75,60,64,0,0,2.79,1023,12,0.97,61,0,12.3,2,148,4,0,5
2024-07-19T00:00:00Z,0.18,0.18,23,1448,0.78,41,43,93,20,91,73,61,65,1.9,3,4.7,1020,10,0.96,63,2,9.6,3,177,4,0,5
2024-07-20T00:00:00Z,0.16,0.16,21,1469,0.8,55,55,92,18,81,70,61,66,0,2,4.74,1022,6,1,62,0,10.5,3,168,4,2,5
2024-07-21T00:00:00Z,0.19,0.19,19,1488,0.8,44,50,99,21,81,69,58,65,0,0,4.74,1024,8,0.99,59,0,11.5,2,129,3,0,5
2024-07-22T00:00:00Z,0.2,0.2,20,1507,0.81,44,46,98,22,82,70,57,63,0.1,1,4.8,1021,8,1,60,0,11.1,1,170,3,0,5
2024-07-23T00:00:00Z,0.23,0.23,21,1529,0.8,37,40,99,24,88,72,56,71,0,0,4.8,1021,11,1,60,0,11.7,1,193,2,0,5
2024-07-24T00:00:00Z,0.25,0.25,22,1551,0.8,31,35,96,25,93,76,58,64,0,0,4.8,1022,15,1,60,0,11.8,2,196,3,1,5
2024-07-25T00:00:00Z,0.26,0.26,22,1573,0.81,31,33,95,25,91,77,58,64,0,0,4.8,1021,17,1,58,0,11.8,3,174,4,1,5
2024-07-26T00:00:00Z,0.26,0.26,24,1597,0.81,35,35,81,26,92,78,63,60,0.1,9,4.89,1016,18,1.01,59,0,12,4,162,6,2,5
2024-07-27T00:00:00Z,0.25,0.25,27,1624,0.81,39,40,75,25,92,80,68,65,0.1,9,4.97,1012,16,1.01,62,0,11.9,5,163,6,4,5
2024-07-28T00:00:00Z,0.26,0.26,24,1648,0.81,35,35,91,27,95,78,62,67,0,4,5,1010,15,1.01,63,0,11.9,3,129,6,0,5
2024-07-29T00:00:00Z,0.27,0.27,25,1674,0.81,36,37,88,27,95,80,65,66,0,0,5,1011,17,1.01,63,0,12.2,2,102,4,1,5
2024-07-30T00:00:00Z,0.29,0.29,24,1698,0.8,18,21,92,27,100,82,62,66,0,0,5,1008,22,1,60,0,12.2,2,214,3,1,5
2024-07-31T00:00:00Z,0.27,0.27,25,1723,0.81,38,38,92,27,96,80,64,69,0,2,5.03,1012,16,1.01,64,0,12,2,169,5,1,5
2024-08-01T00:00:00Z,0.26,0.26,22,1745,0.81,32,32,97,26,93,77,58,67,0,0,5.03,1021,16,1,60,0,11.8,2,142,4,1,5
2024-08-02T00:00:00Z,0.27,0.27,24,1769,0.81,31,31,90,26,95,80,62,64,0,0,5.03,1023,19,1,61,0,11.9,2,169,4,1,5
2024-08-03T00:00:00Z,0.25,0.25,28,1797,0.81,32,35,70,23,94,81,70,63,0,2,5.05,1019,20,1,59,0,10.1,2,169,5,0,5
2024-08-04T00:00:00Z,0.28,0.28,22,1819,0.8,22,24,95,27,97,80,58,64,0,2,5.08,1017,22,1,58,0,12,3,198,5,2,5
2024-08-05T00:00:00Z,0.28,0.28,28,1847,0.79,22,24,61,25,102,85,70,64,0,2,5.1,1015,27,0.98,59,0,11.5,3,158,4,0,5
2024-08-06T00:00:00Z,0.13,0.13,23,1870,0.76,45,45,91,13,84,73,62,63,0,0,5.1,1022,10,0.94,61,0,10.7,3,68,4,2,5
2024-08-07T00:00:00Z,0.23,0.22,24,1894,0.8,40,42,91,25,91,77,63,67,0.1,3,5.15,1016,13,1,63,0,11.1,2,120,3,0,5
2024-08-08T00:00:00Z,0.14,0.13,18,1912,0.77,54,55,74,16,75,67,62,67,0.2,3,5.32,1024,5,0.95,59,0,10.2,3,49,5,2,5
2024-08-09T00:00:00Z,0.02,0.02,8,1920,0.77,71,75,92,3,62,57,55,56,0,3,5.34,1029,2,0.95,53,0,0.3,2,100,3,0,5
2024-08-10T00:00:00Z,0.06,0.06,11,1932,0.76,69,69,87,8,68,59,55,57,0,0,5.34,1027,3,0.94,54,0,8.4,2,159,3,1,5
2024-08-11T00:00:00Z,0.1,0.09,18,1949,0.76,65,66,98,12,78,65,58,65,0,1,5.36,1021,3,0.93,60,0,8.1,2,141,3,2,5
2024-08-12T00:00:00Z,0.1,0.09,17,1966,0.77,70,70,99,13,77,66,57,68,0.3,5,5.7,1021,3,0.94,63,0,11.2,2,112,4,1,5
2024-08-13T00:00:00Z,0.16,0.15,26,1992,0.78,63,64,97,18,85,74,67,71,0.1,2,5.76,1016,6,0.96,68,0,10.9,3,121,5,2,5
2024-08-14T00:00:00Z,0.19,0.18,25,2017,0.81,38,47,94,20,91,73,63,70,0,0,5.76,1015,8,1,64,0,10.3,2,245,4,0,5
2024-08-15T00:00:00Z,0.25,0.25,23,2040,0.8,34,37,86,26,86,74,60,59,0,1,5.78,1017,14,0.99,56,0,11.4,3,239,4,1,5
2024-08-16T00:00:00Z,0.23,0.22,23,2063,0.81,40,40,85,23,88,74,61,63,0.1,3,5.91,1018,12,1,59,0,10.8,2,142,4,1,5
2024-08-17T00:00:00Z,0.24,0.24,21,2084,0.8,39,39,97,25,95,77,57,69,0,0,5.91,1017,14,1,64,0,11.2,2,164,4,1,5
2024-08-18T00:00:00Z,0.21,0.21,27,2112,0.8,50,55,96,23,90,77,69,73,0,0,5.92,1017,9,0.99,68,0,11,3,97,5,2,5
2024-08-19T00:00:00Z,0.19,0.19,25,2136,0.8,52,54,92,20,86,74,63,67,0,0,5.92,1022,10,0.99,63,0,9.9,3,113,5,0,5
2024-08-20T00:00:00Z,0.22,0.21,24,2160,0.8,49,49,94,23,89,76,63,68,0,0,5.92,1020,11,0.99,65,0,10.2,3,159,4,2,5
2024-08-21T00:00:00Z,0.16,0.16,26,2186,0.77,54,55,94,17,88,76,65,70,0,0,5.93,1018,8,0.95,67,0,8.8,4,142,6,2,5
2024-08-22T00:00:00Z,0.21,0.2,26,2212,0.79,45,46,89,22,91,77,67,69,0.2,3,6.12,1017,11,0.98,65,0,9.9,3,140,5,2,5
2024-08-23T00:00:00Z,0.12,0.12,24,2236,0.75,63,63,95,13,83,72,64,70,0.2,4,6.3,1018,5,0.92,66,0,9.8,2,141,4,0,5
2024-08-24T00:00:00Z,0.24,0.22,26,2262,0.79,25,29,97,23,99,80,67,72,0,1,6.31,1014,16,0.98,66,0,10.4,2,169,4,0,5
2024-08-25T00:00:00Z,0.26,0.25,25,2287,0.78,19,22,88,24,101,83,63,71,0,1,6.35,1016,24,0.97,59,0,10.4,3,211,6,2,5
2024-08-26T00:00:00Z,0.23,0.22,26,2313,0.78,29,29,87,22,97,79,66,64,0.3,7,6.66,1021,17,0.97,61,0,9.3,3,199,6,1,5
2024-08-27T00:00:00Z,0.22,0.21,24,2337,0.78,46,48,96,22,89,75,61,66,0.1,3,6.74,1022,10,0.96,63,0,11.2,2,179,3,0,5
2024-08-28T00:00:00Z,0.24,0.23,24,2360,0.77,29,30,97,23,94,78,61,66,0,1,6.75,1016,17,0.95,61,0,11,3,172,5,1,5
2024-08-29T00:00:00Z,0.1,0.09,21,2382,0.71,56,59,92,9,82,73,61,68,0,1,6.76,1017,9,0.87,62,0,7.4,3,176,4,1,5
2024-08-30T00:00:00Z,0.21,0.18,18,2400,0.78,30,31,98,22,83,67,53,59,0,0,6.76,1026,10,0.96,53,0,10.8,2,187,3,1,5
2024-08-31T00:00:00Z,0.23,0.22,18,2418,0.78,25,28,96,23,89,69,48,58,0,0,6.76,1024,14,0.96,51,0,11.1,2,198,3,1,5
2024-09-01T00:00:00Z,0.22,0.21,18,2436,0.77,31,33,96,23,87,69,47,58,0,0,6.76,1025,13,0.95,52,0,10.9,2,146,4,1,5
2024-09-02T00:00:00Z,0.2,0.19,21,2457,0.75,34,36,86,23,85,70,57,58,0,0,6.76,1025,12,0.92,55,0,10.8,3,157,4,2,5
2024-09-03T00:00:00Z,0.22,0.2,21,2477,0.75,27,28,84,22,88,72,55,53,0,0,6.77,1021,16,0.92,51,0,10.9,4,173,5,2,5
2024-09-04T00:00:00Z,0.23,0.21,21,2499,0.74,25,26,80,22,91,74,56,55,0,0,6.78,1021,18,0.91,51,0,10.8,3,190,5,2,5
2024-09-05T00:00:00Z,0.1,0.09,16,2514,0.72,49,54,93,10,77,67,54,60,0,0,6.78,1028,8,0.87,55,0,9.4,3,232,4,2,5
2024-09-06T00:00:00Z,0.2,0.17,18,2532,0.75,28,28,99,21,87,65,45,59,0,0,6.78,1028,11,0.92,51,0,10.5,2,190,4,0,5
2024-09-07T00:00:00Z,0.19,0.17,19,2551,0.74,37,38,88,21,85,68,54,56,0,0,6.78,1024,11,0.9,53,0,10.4,3,132,4,2,5
2024-09-08T00:00:00Z,0.2,0.18,18,2569,0.73,25,26,90,20,91,71,50,56,0,0,6.78,1019,15,0.89,52,0,10.5,3,152,4,1,5
2024-09-09T00:00:00Z,0.22,0.2,21,2590,0.71,19,20,78,21,97,77,56,54,0,2,6.8,1015,22,0.86,50,0,10.4,3,186,6,2,5
2024-09-10T00:00:00Z,0.2,0.17,20,2610,0.69,21,22,76,19,94,75,53,52,0,0,6.8,1014,21,0.84,49,0,10.3,3,168,4,1,5
2024-09-11T00:00:00Z,0.21,0.18,21,2631,0.68,19,19,58,20,91,75,56,45,0,0,6.8,1012,21,0.82,43,0,10.3,4,158,6,2,5
2024-09-12T00:00:00Z,0.19,0.16,23,2654,0.67,31,31,70,20,89,74,61,59,0.1,8,6.9,1009,16,0.8,53,0,10.5,6,154,8,4,5
2024-09-13T00:00:00Z,0.19,0.15,24,2678,0.66,33,33,73,20,91,75,62,59,0,0,6.9,1010,16,0.79,56,0,10.2,4,143,6,2,5
2024-09-14T00:00:00Z,0.15,0.12,23,2701,0.62,42,42,74,16,86,73,59,62,0,0,6.9,1015,12,0.73,58,0,10.2,3,110,5,2,5
2024-09-15T00:00:00Z,0.19,0.14,24,2725,0.63,24,28,84,19,95,77,62,61,0,1,6.93,1014,17,0.74,57,0,9.9,4,145,6,2,5
2024-09-16T00:00:00Z,0.17,0.12,25,2750,0.61,22,22,89,17,96,75,64,65,0.2,3,7.1,1014,14,0.72,58,0,8.8,4,153,5,2,5
2024-09-17T00:00:00Z,0.02,0.01,15,2765,0.61,58,58,93,2,77,67,63,63,0,0,7.1,1014,4,NA,62,NA,2.1,4,165,6,4,5
2024-06-04T00:00:00Z,0.15,0,22,342,0.12,35,37,80,15,82,74,61,59,0,0,0.01,1006,15,0,55,0,6.8,3,141,5,0,13
2024-06-05T00:00:00Z,0.26,0,19,361,0.12,21,22,93,27,92,73,52,63,0,0,0.01,1009,16,0.01,53,0,12.7,2,201,4,0,13
2024-06-06T00:00:00Z,0.25,0,22,383,0.13,28,28,74,28,85,71,58,57,0,0,0.01,1014,15,0.01,49,0,12.7,2,87,4,0,13
2024-06-07T00:00:00Z,0.24,0,23,406,0.14,27,28,72,24,98,75,60,67,0,2,0.03,1008,14,0.04,60,0,9.6,3,170,5,0,13
2024-06-08T00:00:00Z,0.21,0.01,21,427,0.15,48,49,88,25,81,71,61,65,0.2,6,0.27,1011,8,0.04,61,0,10.5,4,122,6,0,13
2024-06-09T00:00:00Z,0.2,0.01,17,444,0.16,47,48,96,24,77,66,58,59,0,0,0.27,1018,7,0.06,56,0,10.5,2,101,3,1,13
2024-06-10T00:00:00Z,0.24,0.01,17,461,0.17,36,37,91,27,81,68,54,56,0,1,0.28,1016,11,0.08,53,0,12.8,3,165,6,1,13
